experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,error
ablation,ablation,ihdp,ablation,full,neural_rep,24,672,75,0.18452380952380953,1.1088902950286865,1.2312908128943476,0.20822953698168867,0.7572025180712666,0.20822953698168883,4.015211833260161,4.22344137024185,10.654030352160747,0.05413379681969133,10.708164148980439,2.2199521598611476,0.750881289120613,0.49939193581384056,0.5222901544157348,0.18452380952380953,0.015405953425030691,0.5854415196335634,0.31398809523809523,0.0,0.39904638568401224,0.18415006753825558,0.40724298221597505,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,25,672,75,0.17857142857142858,2.0803842544555664,3.4312842051391703,0.7118711609685335,2.3545145755245573,-0.7118711609685332,2.3657951812226976,1.653924020254164,36.4128353673215,0.10298844181929212,36.51582380914079,4.789451166722424,4.5453327802430366,1.5957782575491437,1.190439590369433,0.17857142857142858,0.013645521759281732,0.5734559729128814,0.34523809523809523,0.0,0.3789855072463768,0.1943690908045554,0.4049938513041168,0.68,
ablation,ablation,ihdp,ablation,full,neural_rep,26,672,75,0.18154761904761904,0.7358736991882324,0.7096983552341549,0.17983087428349087,0.5688545565252746,-0.1798308742834904,4.069120522463573,3.889289648180082,9.018696818697462,0.0,9.018696818697462,0.8171046915810293,0.7765829079791456,0.5909296590564173,0.6324398279307992,0.18154761904761904,0.012761059669307876,0.5588221332571895,0.2857142857142857,0.0,0.3951117734724292,0.1739283739874525,0.3824062815161629,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,27,672,75,0.18601190476190477,2.6902406215667725,14.427959080907977,1.3282585383986194,6.652558597346519,1.3282585383986194,-0.6684755489869564,0.6597829894116631,82.44900470703514,0.398604895303194,82.84760960233834,27.596331932241295,5.447710073895098,3.5578957813627956,4.401838255574731,0.18601190476190477,0.016388737782577916,0.5971132113641607,0.31101190476190477,0.0,0.4133528336380256,0.18391883189618366,0.37453576081259893,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,28,672,75,0.18898809523809523,2.380241870880127,0.9844908129347437,0.170998371603154,0.7274303441065727,-0.170998371603153,3.7867168106442683,3.6157184390411143,10.04054348664322,0.013949306788568094,10.054492793431788,1.4007066493107845,1.057189856817523,0.7346203773787394,0.6274759494225268,0.18898809523809523,0.015601823650282235,0.6162501837139163,0.3020833333333333,0.0,0.37058441089359245,0.18125370686711118,0.41108319496819673,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,29,672,75,0.1875,1.4354426860809326,0.777212129807327,0.33962846742507047,0.6438257342151416,-0.3396284674250711,5.052511980262755,4.712883512837685,11.356585719306167,0.015521910688248042,11.372107629994415,0.9357502911579025,0.5943549873895526,0.7084279616922021,0.8199256668319383,0.1875,0.011679989991218618,0.5838689209700921,0.32589285714285715,0.0,0.39255189255189255,0.1859399703013082,0.40878972159479804,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,0,672,75,0.18303571428571427,1.9995777606964111,0.9159237608546171,0.1288477841650204,0.77046399926773,-0.1288477841650205,4.05634575318767,3.9274979690226495,6.44088717118196,0.0,6.44088717118196,1.1108561432387267,0.8262115594739581,0.8728144769145053,0.8179287795411393,0.18303571428571427,0.015537093975601997,0.5622980946615538,0.31547619047619047,0.0,0.3786485405837665,0.1840815109040787,0.37851628205057564,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,1,672,75,0.19196428571428573,1.4139289855957031,1.026242843743885,0.4974218875688088,0.7731797721420143,-0.49742188756880795,4.2142477603062325,3.7168258727374237,8.238802977146783,0.0,8.238802977146783,0.6399814188968757,1.085478090321554,0.9862644615187461,1.2879148277201007,0.19196428571428573,0.014780819396271709,0.5968684185640735,0.28273809523809523,0.0,0.36866675232344,0.17594519971689987,0.38953028248571747,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,2,672,75,0.18154761904761904,1.371051549911499,1.3344115306877913,0.6907742636551468,1.062219373100032,-0.6907742636551462,4.064009157208732,3.373234893553585,7.462933979593411,0.0290861138587859,7.492020093452197,1.4028221825287976,1.2960408076447623,1.335363270395404,1.2965459599207039,0.18154761904761904,0.01554288550564484,0.5701034846394465,0.3273809523809524,0.0,0.40321907600596124,0.178924329173562,0.42111588545858597,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,3,672,75,0.19047619047619047,1.4988937377929688,1.1295749240722424,0.05137048210009043,0.8656685888066293,-0.051370482100090556,4.011240467092333,3.9598699849922423,12.374123491861193,0.08514871068710939,12.459272202548302,1.4748176103217996,0.9308595266329289,0.7948379989593968,1.1869518412246534,0.19047619047619047,0.0165943188066821,0.5727596596424224,0.27827380952380953,0.0,0.36672794117647056,0.17660289427310588,0.3762902074312649,0.68,
